calc_type,date,district_name,district_id,div_map_id,division,domain_name,indicator_name,indicator_id,map_id,perc_point,quarter,type_name,year,district_id_num
p,2023-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,Fund,% of fund utilized against approved budget,35,204,40.4,4,Fund,2023,46
p,2023-01-01,Hapur,CZ8kLjgqvSH,140,Meerut Division,TB,Treatment Success Rate  as per total cases notified,37,204,86.1,4,TB,2023,46
p,2023-01-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,JSY,% JSY Incentive,36,159,42.136752136752136,4,JSY,2023,49
p,2023-01-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,Fund,% of fund utilized against approved budget,35,159,35.0,4,Fund,2023,49
p,2023-01-01,Farrukhabad,uEEwlAGZXWW,161,Kanpur Nagar Division,TB,Treatment Success Rate  as per total cases notified,37,159,84.3,4,TB,2023,49
p,2023-01-01,Maunathbhanjan,CBSB9v92AwT,193,Azamgarh Division,JSY,% JSY Incentive,36,192,12.668250197941408,4,JSY,2023,6
p,2023-01-01,Maunathbhanjan,CBSB9v92AwT,193,Azamgarh Division,Fund,% of fund utilized against approved budget,35,192,31.8,4,Fund,2023,6
p,2023-01-01,Maunathbhanjan,CBSB9v92AwT,193,Azamgarh Division,TB,Treatment Success Rate  as per total cases notified,37,192,88.2,4,TB,2023,6
p,2023-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,JSY,% JSY Incentive,36,142,33.444988405050246,4,JSY,2023,52
p,2023-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,Fund,% of fund utilized against approved budget,35,142,36.2,4,Fund,2023,52
p,2023-01-01,Bulandshahar,ogBt4gWCiem,140,Meerut Division,TB,Treatment Success Rate  as per total cases notified,37,142,86.4,4,TB,2023,52
p,2023-01-01,Basti,J1P16zQEOUT,185,Basti Division,JSY,% JSY Incentive,36,185,79.06830343090967,4,JSY,2023,71
p,2023-01-01,Basti,J1P16zQEOUT,185,Basti Division,Fund,% of fund utilized against approved budget,35,185,22.6,4,Fund,2023,71
p,2023-01-01,Basti,J1P16zQEOUT,185,Basti Division,TB,Treatment Success Rate  as per total cases notified,37,185,89.6,4,TB,2023,71
p,2023-01-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,JSY,% JSY Incentive,36,133,32.873518554497764,4,JSY,2023,17
p,2023-01-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,Fund,% of fund utilized against approved budget,35,133,39.0,4,Fund,2023,17
p,2023-01-01,Muzaffarnagar,MVQs2RrS1Nw,132,Saharanpur Division,TB,Treatment Success Rate  as per total cases notified,37,133,83.8,4,TB,2023,17
p,2023-01-01,Sultanpur,o4ZQTVcMI7U,176,Ayodhya Division,JSY,% JSY Incentive,36,179,33.671478735856425,4,JSY,2023,40
